trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
389,False,"{'a': 0.00299815767, 'e': 0.3115228623311519}",25,5,-1.9301877226846955,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
390,False,"{'a': 0.00299815767, 'e': 0.3105902670318485}",20,8,-52.11831540853394,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
391,False,"{'a': 0.00299815767, 'e': 0.30966046361107935}",25,4,-119.67352675119739,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 3}",1
392,False,"{'a': 0.00299815767, 'e': 0.30873344371089356}",25,3,-39.415556264521804,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
393,False,"{'a': 0.00299815767, 'e': 0.3078091989983612}",30,12,18.51698806447977,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.00299815767, 'e': 0.30688772116549806}",20,4,4.019327183985099,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
395,False,"{'a': 0.00299815767, 'e': 0.3059690019291916}",20,6,-38.76951962509022,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
396,False,"{'a': 0.00299815767, 'e': 0.3050530330311259}",25,15,19.225289508140264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.00299815767, 'e': 0.3041398062377079}",25,17,-17.303431244969364,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
398,False,"{'a': 0.00299815767, 'e': 0.303229313339993}",25,11,9.334142622387002,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.00299815767, 'e': 0.30232154615361145}",25,7,-38.101882250457635,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 0}",1
400,False,"{'a': 0.00299815767, 'e': 0.3014164965186948}",25,3,-46.39568288913449,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
401,False,"{'a': 0.00299815767, 'e': 0.3005141562998025}",25,7,10.29205112014055,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.00299815767, 'e': 0.2996145173858489}",25,12,10.275726324490954,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.00299815767, 'e': 0.29871757169003}",20,11,13.22486142330886,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.00299815767, 'e': 0.2978233111497512}",20,12,14.696415314964963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.00299815767, 'e': 0.2969317277265545}",20,9,18.837747990636963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.00299815767, 'e': 0.29604281340604643}",30,10,15.418392906445822,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.00299815767, 'e': 0.2951565601978259}",20,9,-28.331943015556583,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
408,False,"{'a': 0.00299815767, 'e': 0.2942729601354123}",20,3,-15.971437378969116,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
409,False,"{'a': 0.00299815767, 'e': 0.2933920052761742}",25,19,10.584525320705978,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.00299815767, 'e': 0.29251368770125763}",20,10,-38.220033069105895,"{0: 7, 1: 0, 2: 1, 3: 2, 4: 0}",1
411,False,"{'a': 0.00299815767, 'e': 0.29163799951551506}",20,0,-103.36665494726542,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
412,False,"{'a': 0.00299815767, 'e': 0.2907649328474344}",25,15,7.351939699117346,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.00299815767, 'e': 0.28989447984906813}",25,20,9.66952713847355,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.00299815767, 'e': 0.28902663269596296}",20,10,9.820843239450062,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.00299815767, 'e': 0.2881613835870895}",25,2,-40.51203871152235,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 0}",1
416,False,"{'a': 0.00299815767, 'e': 0.2872987247447718}",25,0,-43.96451432198563,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
417,False,"{'a': 0.00299815767, 'e': 0.2864386484146178}",20,0,12.804706876737427,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.00299815767, 'e': 0.28558114686544955}",25,0,-66.43822344879065,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",1
419,False,"{'a': 0.00299815767, 'e': 0.2847262123892335}",25,6,-10.886918446094338,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
420,False,"{'a': 0.00299815767, 'e': 0.28387383730101157}",25,0,9.878671615540291,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
421,False,"{'a': 0.00299815767, 'e': 0.28302401393883175}",30,19,0.2152499217796362,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
422,False,"{'a': 0.00299815767, 'e': 0.2821767346636793}",20,8,0.06152086039888083,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
423,False,"{'a': 0.00299815767, 'e': 0.2813319918594084}",20,0,-28.889502919220035,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
424,False,"{'a': 0.00299815767, 'e': 0.28048977793267305}",25,0,32.45963206001444,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
425,False,"{'a': 0.00299815767, 'e': 0.27965008531285945}",25,14,-16.479225733045627,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
426,False,"{'a': 0.00299815767, 'e': 0.2788129064520177}",25,0,14.60517033544859,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
427,False,"{'a': 0.00299815767, 'e': 0.27797823382479375}",20,9,-35.08339361223757,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
428,False,"{'a': 0.00299815767, 'e': 0.27714605992836205}",25,15,21.339249476610817,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.00299815767, 'e': 0.27631637728235803}",25,11,25.478872414791,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.00299815767, 'e': 0.2754891784288108}",20,13,-7.3917770863487124,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
431,False,"{'a': 0.00299815767, 'e': 0.27466445593207617}",25,8,-15.966326884556624,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
432,False,"{'a': 0.00299815767, 'e': 0.2738422023787697}",30,21,19.64029043184349,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.00299815767, 'e': 0.2730224103777003}",20,0,-1.3387693596377739,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
434,False,"{'a': 0.00299815767, 'e': 0.2722050725598034}",30,18,10.639063501123564,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.00299815767, 'e': 0.2713901815780752}",20,6,-14.006047891177605,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
436,False,"{'a': 0.00299815767, 'e': 0.2705777301075062}",20,0,7.90131697769807,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
437,False,"{'a': 0.00299815767, 'e': 0.26976771084501555}",20,0,14.283628169455554,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
438,False,"{'a': 0.00299815767, 'e': 0.2689601165093855}",25,11,13.012006464087147,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.00299815767, 'e': 0.26815493984119565}",20,0,7.74269727691607,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
440,False,"{'a': 0.00299815767, 'e': 0.2673521736027581}",20,0,-10.36318800762249,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
441,False,"{'a': 0.00299815767, 'e': 0.2665518105780519}",20,11,17.020139074126,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.00299815767, 'e': 0.2657538435726587}",25,14,3.8343545622828694,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.00299815767, 'e': 0.2649582654136977}",25,13,11.286262919561137,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.00299815767, 'e': 0.2641650689497614}",25,3,10.287989912689547,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
445,False,"{'a': 0.00299815767, 'e': 0.263374247050851}",25,14,17.4176207997035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.00299815767, 'e': 0.26258579260831283}",20,9,11.158240593406148,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.00299815767, 'e': 0.26179969853477403}",20,4,18.80691039971989,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.00299815767, 'e': 0.2610159577640788}",35,20,1.3484984337195534,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
449,False,"{'a': 0.00299815767, 'e': 0.2602345632512254}",25,2,11.43663670957805,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
450,False,"{'a': 0.00299815767, 'e': 0.25945550797230216}",30,4,40.07677639321015,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.00299815767, 'e': 0.2586787849244247}",35,1,44.117410236830004,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.00299815767, 'e': 0.25790438712567315}",30,13,26.773678054023787,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.00299815767, 'e': 0.25713230761502887}",20,0,14.635605628946854,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
454,False,"{'a': 0.00299815767, 'e': 0.25636253945231247}",20,14,-28.839288173379842,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
455,False,"{'a': 0.00299815767, 'e': 0.25559507571812085}",25,13,-3.214795558594072,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.00299815767, 'e': 0.2548299095137656}",30,9,-28.793723474559965,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
457,False,"{'a': 0.00299815767, 'e': 0.2540670339612104}",25,0,13.585908786131537,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
458,False,"{'a': 0.00299815767, 'e': 0.25330644220300963}",30,7,25.517452086946285,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.00299815767, 'e': 0.2525481274022465}",25,6,23.226491873097086,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.00299815767, 'e': 0.2517920827424718}",25,11,12.218405665121193,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.00299815767, 'e': 0.2510383014276422}",25,18,-31.381401257125777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
462,False,"{'a': 0.00299815767, 'e': 0.25028677668205973}",25,8,5.740611091966081,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.00299815767, 'e': 0.24953750175031053}",20,11,12.542621288108439,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.00299815767, 'e': 0.2487904698972041}",20,9,-5.8368723246083185,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
465,False,"{'a': 0.00299815767, 'e': 0.24804567440771294}",25,8,-33.528946780537844,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
466,False,"{'a': 0.00299815767, 'e': 0.24730310858691204}",25,0,-45.06006685003463,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
467,False,"{'a': 0.00299815767, 'e': 0.24656276575991878}",25,9,16.95125281597658,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.00299815767, 'e': 0.24582463927183293}",25,0,-23.808998908300747,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
469,False,"{'a': 0.00299815767, 'e': 0.24508872248767674}",25,7,-24.93956202163006,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
470,False,"{'a': 0.00299815767, 'e': 0.24435500879233543}",20,10,-35.62104351433142,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
471,False,"{'a': 0.00299815767, 'e': 0.24362349159049768}",20,3,22.687043433198827,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.00299815767, 'e': 0.24289416430659622}",25,8,-67.75612573053715,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
473,False,"{'a': 0.00299815767, 'e': 0.24216702038474894}",25,8,6.780037374798905,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
474,False,"{'a': 0.00299815767, 'e': 0.2414420532886998}",20,0,-3.6122721394984483,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
475,False,"{'a': 0.00299815767, 'e': 0.24071925650176013}",20,12,13.505535096365655,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.00299815767, 'e': 0.23999862352675005}",20,9,25.298813377581265,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.00299815767, 'e': 0.23928014788594004}",25,0,-34.660439091142706,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
478,False,"{'a': 0.00299815767, 'e': 0.2385638231209928}",35,22,15.06319053888344,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.00299815767, 'e': 0.23784964279290507}",30,17,-5.346087013440369,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
480,False,"{'a': 0.00299815767, 'e': 0.23713760048194987}",25,14,-20.677551448321882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
481,False,"{'a': 0.00299815767, 'e': 0.23642768978761863}",30,7,36.18797226784645,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.00299815767, 'e': 0.2357199043285639}",30,4,-31.256237206772216,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 1}",1
483,False,"{'a': 0.00299815767, 'e': 0.23501423774254177}",25,9,-10.603154791350807,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
484,False,"{'a': 0.00299815767, 'e': 0.23431068368635474}",25,4,15.466945511111215,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
485,False,"{'a': 0.00299815767, 'e': 0.23360923583579482}",20,4,-12.575299503110209,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
486,False,"{'a': 0.00299815767, 'e': 0.23290988788558648}",25,11,27.51758623648054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.00299815767, 'e': 0.23221263354933014}",20,0,11.363958397014892,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
488,False,"{'a': 0.00299815767, 'e': 0.23151746655944555}",25,6,-44.172210041655084,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
489,False,"{'a': 0.00299815767, 'e': 0.23082438066711558}",25,14,6.81736423223933,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.00299815767, 'e': 0.23013336964222988}",30,17,25.764100681875718,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.00299815767, 'e': 0.22944442727332903}",30,10,-10.112215781792024,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
492,False,"{'a': 0.00299815767, 'e': 0.2287575473675486}",30,3,20.83177300180348,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
493,False,"{'a': 0.00299815767, 'e': 0.22807272375056356}",20,0,16.002299334723748,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
494,False,"{'a': 0.00299815767, 'e': 0.22738995026653272}",20,12,3.5938056826609666,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.00299815767, 'e': 0.22670922077804342}",20,0,28.184566712492348,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
496,False,"{'a': 0.00299815767, 'e': 0.22603052916605637}",20,0,12.436876435989223,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
497,False,"{'a': 0.00299815767, 'e': 0.2253538693298507}",20,11,18.626099819628152,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.00299815767, 'e': 0.22467923518696892}",30,1,6.346089278909668,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 0}",1
499,False,"{'a': 0.00299815767, 'e': 0.2240066206731625}",20,13,14.80833677129071,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.00299815767, 'e': 0.22333601974233716}",25,0,-0.581448721201336,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",1
501,False,"{'a': 0.00299815767, 'e': 0.22266742636649872}",25,13,22.25666354008223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.00299815767, 'e': 0.22200083453569872}",30,8,-0.13802416244754534,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
503,False,"{'a': 0.00299815767, 'e': 0.22133623825798043}",25,12,21.72981990656379,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.00299815767, 'e': 0.22067363155932512}",20,0,-42.7172444087252,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
505,False,"{'a': 0.00299815767, 'e': 0.22001300848359825}",20,10,-37.665324874444316,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
506,False,"{'a': 0.00299815767, 'e': 0.21935436309249598}",30,17,12.596107577665041,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.00299815767, 'e': 0.21869768946549167}",25,11,24.65577912393687,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.00299815767, 'e': 0.2180429816997829}",25,0,5.889841888056857,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
509,False,"{'a': 0.00299815767, 'e': 0.21739023391023812}",20,14,-1.6459988721413437,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.00299815767, 'e': 0.21673944022934402}",20,12,3.7356077767684535,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.00299815767, 'e': 0.2160905948071526}",25,15,16.422530380924197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.00299815767, 'e': 0.2154436918112286}",20,10,15.760376587645553,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.00299815767, 'e': 0.21479872542659728}",20,7,-28.80036913203623,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
514,False,"{'a': 0.00299815767, 'e': 0.21415568985569183}",25,11,15.906050273856746,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.00299815767, 'e': 0.2135145793183015}",30,8,-0.8642540192482113,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
516,False,"{'a': 0.00299815767, 'e': 0.21287538805151954}",30,13,25.255321633997312,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.00299815767, 'e': 0.2122381103096914}",20,0,16.78449490532688,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
518,False,"{'a': 0.00299815767, 'e': 0.2116027403643631}",20,9,21.120283399955266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.00299815767, 'e': 0.21096927250422975}",25,11,23.752575475731266,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.00299815767, 'e': 0.21033770103508423}",25,16,18.211299324486934,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.00299815767, 'e': 0.2097080202797659}",20,6,12.608129259304773,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.00299815767, 'e': 0.2090802245781097}",25,2,-5.104608124671927,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
523,False,"{'a': 0.00299815767, 'e': 0.20845430828689518}",25,14,0.1799372075636363,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.00299815767, 'e': 0.2078302657797958}",25,9,-10.944875430200012,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
525,False,"{'a': 0.00299815767, 'e': 0.2072080914473284}",30,0,27.52427359556763,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
526,False,"{'a': 0.00299815767, 'e': 0.20658777969680273}",25,14,-46.88983881168447,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
527,False,"{'a': 0.00299815767, 'e': 0.2059693249522711}",20,12,-12.300832842601668,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
528,False,"{'a': 0.00299815767, 'e': 0.2053527216544785}",30,23,14.1326852210325,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.00299815767, 'e': 0.20473796426081228}",20,0,28.31943582763005,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
530,False,"{'a': 0.00299815767, 'e': 0.20412504724525274}",20,6,30.15706118117893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.00299815767, 'e': 0.203513965098323}",20,6,18.793365815634726,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.00299815767, 'e': 0.2029047123270399}",25,19,-31.20830610238721,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
533,False,"{'a': 0.00299815767, 'e': 0.20229728345486436}",20,7,25.604411412630018,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.00299815767, 'e': 0.20169167302165222}",20,0,-24.40769969739467,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
535,False,"{'a': 0.00299815767, 'e': 0.20108787558360516}",20,2,-8.574265855844898,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
536,False,"{'a': 0.00299815767, 'e': 0.20048588571322182}",20,3,-15.256094784833444,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
537,False,"{'a': 0.00299815767, 'e': 0.1998856979992489}",25,17,14.177932252485553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.00299815767, 'e': 0.19928730704663264}",20,10,8.285933565702049,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.00299815767, 'e': 0.19869070747647025}",30,16,-9.699262706933691,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
540,False,"{'a': 0.00299815767, 'e': 0.19809589392596152}",20,10,-24.775774509291384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
541,False,"{'a': 0.00299815767, 'e': 0.1975028610483608}",30,15,9.356991347533496,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.00299815767, 'e': 0.1969116035129287}",20,6,20.9774693779185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.00299815767, 'e': 0.19632211600488428}",20,0,29.395176715208546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
544,False,"{'a': 0.00299815767, 'e': 0.19573439322535732}",25,9,28.640842027100184,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.00299815767, 'e': 0.19514842989134065}",20,10,1.4299236773300745,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.00299815767, 'e': 0.19456422073564264}",25,18,13.23280657656289,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.00299815767, 'e': 0.1939817605068399}",20,0,-10.983687525953568,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
548,False,"{'a': 0.00299815767, 'e': 0.19340104396922997}",25,7,-34.932688116370066,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
549,False,"{'a': 0.00299815767, 'e': 0.19282206590278442}",20,10,16.289695997949405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.00299815767, 'e': 0.19224482110310176}",25,14,21.41873605741562,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.00299815767, 'e': 0.19166930438136082}",25,3,37.17317491874127,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.00299815767, 'e': 0.19109551056427398}",20,2,-2.3020143687917747,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
553,False,"{'a': 0.00299815767, 'e': 0.1905234344940407}",20,11,13.355951060433165,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.00299815767, 'e': 0.1899530710283012}",20,11,11.415421854210589,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.00299815767, 'e': 0.18938441504009018}",20,5,26.547964510282927,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.00299815767, 'e': 0.18881746141779082}",25,11,11.22992368804585,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.00299815767, 'e': 0.1882522050650887}",30,12,20.523826510114453,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
558,False,"{'a': 0.00299815767, 'e': 0.18768864090092605}",25,0,1.3621882483314527,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
559,False,"{'a': 0.00299815767, 'e': 0.1871267638594562}",25,12,9.39606861717071,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.00299815767, 'e': 0.1865665688899978}",20,0,22.5978647486469,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
561,False,"{'a': 0.00299815767, 'e': 0.18600805095698966}",20,0,24.030313623353017,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
562,False,"{'a': 0.00299815767, 'e': 0.18545120503994528}",20,0,31.090567652785303,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
563,False,"{'a': 0.00299815767, 'e': 0.1848960261334079}",25,16,11.189879749311231,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.00299815767, 'e': 0.18434250924690535}",20,6,25.147240113600304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.00299815767, 'e': 0.18379064940490533}",20,3,-15.451403291927154,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
566,False,"{'a': 0.00299815767, 'e': 0.1832404416467706}",20,6,22.157520298759906,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
