trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
352,False,"{'a': 0.0119926306926773, 'e': 0.01467803435503056}",25,16,18.23880988843311,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.0119926306926773, 'e': 0.014503057540709142}",20,0,22.0909619436426,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.0119926306926773, 'e': 0.014330166624595174}",30,15,24.3699474813952,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.0119926306926773, 'e': 0.014159336740700837}",20,8,20.424065942672776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.0119926306926773, 'e': 0.013990543319465731}",25,20,7.780499559204765,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.0119926306926773, 'e': 0.01382376208422309}",20,7,21.24836950467683,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.0119926306926773, 'e': 0.013658969047708242}",25,15,18.06625220197425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.0119926306926773, 'e': 0.013496140508608676}",20,0,27.2977184934981,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.0119926306926773, 'e': 0.013335253048155143}",20,9,18.918612037038695,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.0119926306926773, 'e': 0.013176283526753482}",25,19,13.0152861643311,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.0119926306926773, 'e': 0.013019209080656622}",20,13,12.567581679381147,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.0119926306926773, 'e': 0.01286400711867612}",20,7,27.225720359995186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.0119926306926773, 'e': 0.012710655318933088}",20,10,17.609958101661732,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.0119926306926773, 'e': 0.012559131625647669}",20,15,9.286818070075114,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.0119926306926773, 'e': 0.012409414245966907}",25,11,22.762422145495364,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.0119926306926773, 'e': 0.012261481646830434}",20,14,12.150735750204058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.0119926306926773, 'e': 0.01211531255187341}",25,10,26.15320363892085,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.0119926306926773, 'e': 0.011970885938366491}",30,18,21.45904052165582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.0119926306926773, 'e': 0.01182818103419228}",25,14,18.772725016292704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.0119926306926773, 'e': 0.011687177314857694}",20,15,8.534743221449716,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.0119926306926773, 'e': 0.011547854500542132}",25,18,14.144864067229314,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.0119926306926773, 'e': 0.011410192553180659}",30,19,21.19718277252461,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.0119926306926773, 'e': 0.011274171673582063}",25,0,34.96929328457518,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.0119926306926773, 'e': 0.011139772298581277}",30,13,33.49337144522218,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.0119926306926773, 'e': 0.011006975098225652}",20,9,15.59067455750576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.0119926306926773, 'e': 0.01087576097299486}",35,22,23.42395268180096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.0119926306926773, 'e': 0.01074611105105394}",30,16,28.803706973471442,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.0119926306926773, 'e': 0.010618006685539005}",20,13,10.023668395992583,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.0119926306926773, 'e': 0.010491429451875391}",20,10,13.415471475308017,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.0119926306926773, 'e': 0.01036636114512777}",25,15,20.435585601623227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.0119926306926773, 'e': 0.010242783777381779}",20,9,21.284597999704154,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.0119926306926773, 'e': 0.010120679575156968}",25,18,16.524088066604556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.0119926306926773, 'e': 0.010000030976850486}",35,23,18.030757523386484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.0119926306926773, 'e': 0.00988082063021131}",25,3,34.81007974858318,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,7,22.584029802145352,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",35,20,27.514397254386132,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,12,17.863421578185292,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,15,19.406801297420504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,26.915913296619387,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",25,16,15.535969668466816,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,8,25.56187958754969,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,12,13.866075343396071,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,7,34.12448289739804,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,7,37.39246326855415,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
