trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.0119926306926773, 'e': 0.9880790022635794}",20,0,-159.79359501526247,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
2,False,"{'a': 0.0119926306926773, 'e': 0.9763001147141905}",25,0,-102.60161882040373,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
3,False,"{'a': 0.0119926306926773, 'e': 0.9646616432566155}",20,0,-77.99841115205925,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
4,False,"{'a': 0.0119926306926773, 'e': 0.9531619139909416}",20,1,-29.497141284103936,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
5,False,"{'a': 0.0119926306926773, 'e': 0.9417992729718133}",20,0,-120.19704388566618,"{0: 9, 1: 5, 2: 3, 3: 2, 4: 1}",0
6,False,"{'a': 0.0119926306926773, 'e': 0.9305720859705537}",20,12,-31.824270910666847,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
7,False,"{'a': 0.0119926306926773, 'e': 0.9194787382401225}",20,0,-86.06390224603216,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
8,False,"{'a': 0.0119926306926773, 'e': 0.9085176342828751}",20,9,-30.003687237343193,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
9,False,"{'a': 0.0119926306926773, 'e': 0.8976871976210908}",25,0,-126.63983390294922,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
10,False,"{'a': 0.0119926306926773, 'e': 0.886985870570236}",25,12,-112.15078094063188,"{0: 5, 1: 0, 2: 6, 3: 1, 4: 1}",1
11,False,"{'a': 0.0119926306926773, 'e': 0.8764121140149311}",20,15,5.969633431966905,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,False,"{'a': 0.0119926306926773, 'e': 0.8659644071875876}",25,0,-86.94728810035664,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
13,False,"{'a': 0.0119926306926773, 'e': 0.8556412474496836}",25,0,-38.556985346741044,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
14,False,"{'a': 0.0119926306926773, 'e': 0.8454411500756478}",20,0,-101.24156084912748,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
15,False,"{'a': 0.0119926306926773, 'e': 0.8353626480393191}",25,0,-150.77554281325448,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
16,False,"{'a': 0.0119926306926773, 'e': 0.8254042918029522}",25,0,-108.92920357120423,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
17,False,"{'a': 0.0119926306926773, 'e': 0.8155646491087373}",25,0,-92.99646545345449,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
18,False,"{'a': 0.0119926306926773, 'e': 0.8058423047728074}",20,1,12.381295255900508,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.0119926306926773, 'e': 0.7962358604816987}",25,0,-161.79741253214587,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
20,False,"{'a': 0.0119926306926773, 'e': 0.7867439345912395}",25,0,-24.802644274427337,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
21,False,"{'a': 0.0119926306926773, 'e': 0.7773651619278347}",20,0,-17.77202454575288,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
22,False,"{'a': 0.0119926306926773, 'e': 0.7680981935921207}",25,0,-155.94682322041064,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
23,False,"{'a': 0.0119926306926773, 'e': 0.7589416967649604}",30,0,-74.83076359662267,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
24,False,"{'a': 0.0119926306926773, 'e': 0.74989435451575}",20,0,-67.27515353738099,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
25,False,"{'a': 0.0119926306926773, 'e': 0.7409548656130132}",20,0,-42.66245400397258,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
26,False,"{'a': 0.0119926306926773, 'e': 0.7321219443372506}",20,14,-6.791268852018327,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
27,False,"{'a': 0.0119926306926773, 'e': 0.7233943202960224}",20,0,-82.28221984626164,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
28,False,"{'a': 0.0119926306926773, 'e': 0.7147707382412339}",30,0,-120.79885992088137,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
29,False,"{'a': 0.0119926306926773, 'e': 0.7062499578886006}",20,2,-37.320164087374906,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
30,False,"{'a': 0.0119926306926773, 'e': 0.6978307537392634}",25,0,-57.06752444967393,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
31,False,"{'a': 0.0119926306926773, 'e': 0.6895119149035329}",25,0,-54.656955383473985,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
32,False,"{'a': 0.0119926306926773, 'e': 0.6812922449267329}",20,1,-60.67843471491343,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 0}",1
33,False,"{'a': 0.0119926306926773, 'e': 0.6731705616171204}",20,0,-137.2794404041917,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
34,False,"{'a': 0.0119926306926773, 'e': 0.6651456968758578}",20,0,-1.197642150631732,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
35,False,"{'a': 0.0119926306926773, 'e': 0.6572164965290107}",25,7,-34.938042109798005,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
36,False,"{'a': 0.0119926306926773, 'e': 0.6493818201615501}",25,0,-58.95100160399429,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
37,False,"{'a': 0.0119926306926773, 'e': 0.6416405409533316}",25,16,-37.309382401859764,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
38,False,"{'a': 0.0119926306926773, 'e': 0.6339915455170313}",20,0,-5.395344709050465,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
39,False,"{'a': 0.0119926306926773, 'e': 0.6264337337380129}",25,0,-36.23123364553909,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
40,False,"{'a': 0.0119926306926773, 'e': 0.6189660186161046}",20,11,4.770776362782009,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
41,False,"{'a': 0.0119926306926773, 'e': 0.6115873261092607}",30,0,-113.48297390294755,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
42,False,"{'a': 0.0119926306926773, 'e': 0.6042965949790886}",20,0,-93.38879765641911,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
43,False,"{'a': 0.0119926306926773, 'e': 0.5970927766382162}",20,2,-82.80541705782576,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 1}",1
44,False,"{'a': 0.0119926306926773, 'e': 0.589974834999479}",25,20,8.210935887676136,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.0119926306926773, 'e': 0.5829417463269051}",20,0,-20.635114433883572,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
46,False,"{'a': 0.0119926306926773, 'e': 0.575992499088477}",20,0,-65.66303040367961,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
47,False,"{'a': 0.0119926306926773, 'e': 0.569126093810648}",25,0,-114.94397668636404,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
48,False,"{'a': 0.0119926306926773, 'e': 0.5623415429345934}",20,0,-74.25041354968162,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
49,False,"{'a': 0.0119926306926773, 'e': 0.5556378706741748}",35,17,-43.05339525947695,"{0: 14, 1: 1, 2: 0, 3: 3, 4: 0}",1
50,False,"{'a': 0.0119926306926773, 'e': 0.5490141128755984}",25,0,-70.35952057978942,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
51,False,"{'a': 0.0119926306926773, 'e': 0.5424693168787454}",30,0,-22.218749550270502,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
52,False,"{'a': 0.0119926306926773, 'e': 0.5360025413801562}",25,10,-37.17777947522476,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
53,False,"{'a': 0.0119926306926773, 'e': 0.5296128562976478}",20,0,-23.305224687130732,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
54,False,"{'a': 0.0119926306926773, 'e': 0.5232993426365442}",20,0,-25.709708703495696,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
55,False,"{'a': 0.0119926306926773, 'e': 0.5170610923575036}",25,1,-104.0053377282003,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 2}",1
56,False,"{'a': 0.0119926306926773, 'e': 0.5108972082459187}",20,0,-85.45345582707185,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
57,False,"{'a': 0.0119926306926773, 'e': 0.5048068037828755}",30,0,-62.60529810329908,"{0: 24, 1: 0, 2: 3, 3: 3, 4: 0}",0
58,False,"{'a': 0.0119926306926773, 'e': 0.4987890030176501}",25,0,-83.76874812320905,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
59,False,"{'a': 0.0119926306926773, 'e': 0.4928429404417252}",20,0,-85.05450582562553,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
60,False,"{'a': 0.0119926306926773, 'e': 0.48696776086430854}",20,0,-35.37983482645734,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
61,False,"{'a': 0.0119926306926773, 'e': 0.4811626192893353}",30,10,-1.1887552893312734,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",1
62,False,"{'a': 0.0119926306926773, 'e': 0.4754266807939369}",20,0,-148.44819334681736,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 4}",0
63,False,"{'a': 0.0119926306926773, 'e': 0.46975912040835843}",25,0,-32.52832173581046,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
64,False,"{'a': 0.0119926306926773, 'e': 0.46415912299730744}",30,0,-65.27830082857805,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
65,False,"{'a': 0.0119926306926773, 'e': 0.45862588314271757}",20,0,-14.35828343617814,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
66,False,"{'a': 0.0119926306926773, 'e': 0.45315860502790933}",30,9,13.008411142290749,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
67,False,"{'a': 0.0119926306926773, 'e': 0.4477565023231321}",25,0,-52.923356681370215,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
68,False,"{'a': 0.0119926306926773, 'e': 0.4424187980724704}",20,2,-29.370911026036378,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
69,False,"{'a': 0.0119926306926773, 'e': 0.4371447245820986}",20,0,-14.573731988199384,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
70,False,"{'a': 0.0119926306926773, 'e': 0.4319335233098672}",30,16,13.034667691184845,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.0119926306926773, 'e': 0.4267844447562061}",20,0,-18.888577922544027,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
72,False,"{'a': 0.0119926306926773, 'e': 0.42169674835632787}",30,15,26.713503685030474,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.0119926306926773, 'e': 0.41666970237371614}",25,15,5.116731927577691,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.0119926306926773, 'e': 0.411702583794884}",25,13,-36.57821146485237,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
75,False,"{'a': 0.0119926306926773, 'e': 0.4067946782253867}",20,12,-10.608450997524521,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.0119926306926773, 'e': 0.4019452797870739}",25,0,-26.488597420424043,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
77,False,"{'a': 0.0119926306926773, 'e': 0.3971536910165672}",25,5,-123.07905298895427,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",1
78,False,"{'a': 0.0119926306926773, 'e': 0.3924192227649477}",20,7,4.558266489882403,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.0119926306926773, 'e': 0.3877411940986388}",30,18,2.194616291023835,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.0119926306926773, 'e': 0.38311893220147186}",20,0,-0.18812543490608147,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
81,False,"{'a': 0.0119926306926773, 'e': 0.37855177227791825}",35,23,12.383288540018631,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.0119926306926773, 'e': 0.3740390574574752}",20,0,-82.08714709598617,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
83,False,"{'a': 0.0119926306926773, 'e': 0.36958013870019174}",20,11,9.642779750707595,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.0119926306926773, 'e': 0.3651743747033207}",20,11,-8.89583410463728,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
85,False,"{'a': 0.0119926306926773, 'e': 0.36082113180908365}",20,6,-4.762541169063997,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
86,False,"{'a': 0.0119926306926773, 'e': 0.3565197839135348}",20,0,13.111953422576287,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
87,False,"{'a': 0.0119926306926773, 'e': 0.35226971237651244}",20,0,-5.16834506579483,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
88,False,"{'a': 0.0119926306926773, 'e': 0.34807030593266247}",25,2,33.05083065808035,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.0119926306926773, 'e': 0.343920960603524}",20,2,11.538876577757916,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.0119926306926773, 'e': 0.3398210796106618}",30,22,-5.7856658137209385,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
91,False,"{'a': 0.0119926306926773, 'e': 0.33577007328983505}",25,0,-25.961692806264207,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
92,False,"{'a': 0.0119926306926773, 'e': 0.3317673590061892}",30,14,-18.583376725637557,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
93,False,"{'a': 0.0119926306926773, 'e': 0.32781236107045814}",20,0,10.076766677823871,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
94,False,"{'a': 0.0119926306926773, 'e': 0.32390451065616654}",25,0,1.9039214258652606,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
95,False,"{'a': 0.0119926306926773, 'e': 0.32004324571781795}",30,2,-31.574827074819574,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
96,False,"{'a': 0.0119926306926773, 'e': 0.31622801091005914}",25,10,-26.231451650789598,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
97,False,"{'a': 0.0119926306926773, 'e': 0.31245825750780754}",20,0,10.975104368541027,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
98,False,"{'a': 0.0119926306926773, 'e': 0.30873344332733105}",25,0,-20.90949837500971,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
99,False,"{'a': 0.0119926306926773, 'e': 0.30505303264826855}",35,14,32.88672167358398,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.0119926306926773, 'e': 0.30141649613658034}",25,0,-50.468629374917846,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
101,False,"{'a': 0.0119926306926773, 'e': 0.2978233107684163}",20,0,-19.763730719405114,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
102,False,"{'a': 0.0119926306926773, 'e': 0.29427295975489276}",20,9,3.67585445001589,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.0119926306926773, 'e': 0.2907649324677649}",25,11,16.164872715282318,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.0119926306926773, 'e': 0.28729872436598614}",25,20,9.674555715338816,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.0119926306926773, 'e': 0.2838738369231427}",30,23,13.89192021166945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.0119926306926773, 'e': 0.2804897775557529}",20,0,13.197555803878327,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
107,False,"{'a': 0.0119926306926773, 'e': 0.27714605955242166}",20,13,14.6028905657165,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.0119926306926773, 'e': 0.27384220200383935}",25,12,20.894930595485533,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.0119926306926773, 'e': 0.27057772973361516}",20,0,18.786297238972686,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
110,False,"{'a': 0.0119926306926773, 'e': 0.2673521732299349}",20,0,-21.757746509094474,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
111,False,"{'a': 0.0119926306926773, 'e': 0.26416506857803373}",25,0,19.357346721484905,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
112,False,"{'a': 0.0119926306926773, 'e': 0.26101595739347355}",30,0,20.41675571144953,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
113,False,"{'a': 0.0119926306926773, 'e': 0.2579043867562163}",20,9,-15.542770588799591,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
114,False,"{'a': 0.0119926306926773, 'e': 0.2548299091454825}",20,3,5.892495101853081,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.0119926306926773, 'e': 0.25179208237538697}",20,12,-31.716352316348402,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
116,False,"{'a': 0.0119926306926773, 'e': 0.24879046953134137}",20,9,-23.94472735193746,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
117,False,"{'a': 0.0119926306926773, 'e': 0.2458246389072152}",20,0,-0.7281438647188467,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
118,False,"{'a': 0.0119926306926773, 'e': 0.2428941639432459}",20,5,-27.81931395345471,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
119,False,"{'a': 0.0119926306926773, 'e': 0.23999862316468865}",30,0,-67.54404488960071,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 2}",0
120,False,"{'a': 0.0119926306926773, 'e': 0.23713760012119836}",25,3,13.39381812341759,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.0119926306926773, 'e': 0.2343106833269333}",35,17,-14.594871967674504,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
122,False,"{'a': 0.0119926306926773, 'e': 0.2315174662013738}",20,0,-53.54104596974722,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
123,False,"{'a': 0.0119926306926773, 'e': 0.22875754701084536}",20,0,14.844205654161328,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.0119926306926773, 'e': 0.22603052881073998}",20,3,18.981814345724917,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.0119926306926773, 'e': 0.22333601938842515}",25,15,21.159646825434468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.0119926306926773, 'e': 0.2206736312068346}",25,12,8.156427625088494,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.0119926306926773, 'e': 0.21804298134873015}",25,1,35.97343416037409,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.0119926306926773, 'e': 0.2154436914616296}",20,8,-5.712612747390169,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
129,False,"{'a': 0.0119926306926773, 'e': 0.2128753877033894}",20,16,8.595746066476748,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.0119926306926773, 'e': 0.21033770068843763}",20,10,13.1530036796922,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.0119926306926773, 'e': 0.20783026543464686}",20,0,31.33844991393446,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
132,False,"{'a': 0.0119926306926773, 'e': 0.20535272131084073}",35,25,6.653455198273159,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.0119926306926773, 'e': 0.2029047119849264}",20,15,-2.1007547287387407,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.0119926306926773, 'e': 0.200485885372645}",20,0,-25.77504770124704,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
135,False,"{'a': 0.0119926306926773, 'e': 0.19809589358693344}",20,0,-2.103811074928011,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
136,False,"{'a': 0.0119926306926773, 'e': 0.19573439288788935}",20,6,-75.6733219451031,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
137,False,"{'a': 0.0119926306926773, 'e': 0.1934010436333332}",20,6,9.020247127646627,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.0119926306926773, 'e': 0.19109551022995883}",25,16,4.193972731274503,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.0119926306926773, 'e': 0.18881746108506736}",20,2,28.329218169421992,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.0119926306926773, 'e': 0.18656656855887557}",25,16,20.075575721681762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.0119926306926773, 'e': 0.18434250891739346}",30,11,21.870674951145872,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.0119926306926773, 'e': 0.18214496228586313}",25,11,26.460051090533586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.0119926306926773, 'e': 0.17997361260275294}",20,5,12.770822078509823,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.0119926306926773, 'e': 0.1778281475743001}",30,17,24.024604029669252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.0119926306926773, 'e': 0.17570825862959497}",30,18,9.4035773802531,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.0119926306926773, 'e': 0.17361364087620118}",25,5,30.654396742316443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.0119926306926773, 'e': 0.17154399305630422}",20,3,-15.482538870805637,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
148,False,"{'a': 0.0119926306926773, 'e': 0.1694990175033835}",20,7,-41.86284339203976,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
149,False,"{'a': 0.0119926306926773, 'e': 0.16747842009940012}",25,15,14.968666185856698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.0119926306926773, 'e': 0.1654819102324959}",30,0,2.948131082026636,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
151,False,"{'a': 0.0119926306926773, 'e': 0.16350920075519573}",20,0,14.808770088094663,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
152,False,"{'a': 0.0119926306926773, 'e': 0.16156000794310912}",20,0,-45.2258968950287,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
153,False,"{'a': 0.0119926306926773, 'e': 0.1596340514541232}",25,4,35.08420864608469,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.0119926306926773, 'e': 0.15773105428808296}",25,0,-15.92027670326156,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
155,False,"{'a': 0.0119926306926773, 'e': 0.15585074274695151}",25,0,38.353061833109855,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.0119926306926773, 'e': 0.1539928463954456}",20,0,8.012219800326509,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
157,False,"{'a': 0.0119926306926773, 'e': 0.15215709802214056}",20,0,-28.381322457842607,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
158,False,"{'a': 0.0119926306926773, 'e': 0.15034323360103827}",20,9,7.7206120021795925,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.0119926306926773, 'e': 0.14855099225359417}",30,15,27.58748412614354,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.0119926306926773, 'e': 0.146780116211196}",20,0,16.144003420728925,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
161,False,"{'a': 0.0119926306926773, 'e': 0.1450303507780908}",30,13,11.219364531858822,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.0119926306926773, 'e': 0.1433014442947529}",30,22,0.40892640161619775,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.0119926306926773, 'e': 0.14159314810168933}",30,18,21.164484910261024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.0119926306926773, 'e': 0.1399052165036764}",20,8,19.697938951952622,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.0119926306926773, 'e': 0.13823740673442267}",25,0,39.3335227371697,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.0119926306926773, 'e': 0.13658947892165293}",20,0,-37.713244064301435,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
167,False,"{'a': 0.0119926306926773, 'e': 0.13496119605260906}",20,15,3.7417768570989596,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.0119926306926773, 'e': 0.13335232393996127}",20,16,9.195293119557716,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.0119926306926773, 'e': 0.13176263118812662}",20,9,22.288555046740637,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.0119926306926773, 'e': 0.1301918891599881}",25,10,11.945933023728264,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.0119926306926773, 'e': 0.12863987194401158}",25,8,22.19238975125857,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.0119926306926773, 'e': 0.12710635632175354}",20,14,-0.5119801791810279,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.0119926306926773, 'e': 0.1255911217357573}",25,2,18.667548631323257,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
